936.66	683.57	461.33	25.75
887.08	538.60	513.13	36.25
911.84	414.14	675.06	18.17
910.42	379.72	389.02	33.68
924.24	307.61	376.21	27.81
962.67	635.27	656.33	39.39
876.72	468.52	336.12	10.94
900.54	584.48	542.92	48.66
940.09	553.48	442.85	15.83
954.62	429.97	616.72	42.71
875.00	300.00	300.00	10.00
875.00	300.00	300.00	50.00
875.00	300.00	700.00	10.00
875.00	300.00	700.00	50.00
875.00	700.00	300.00	10.00
875.00	700.00	300.00	50.00
875.00	700.00	700.00	10.00
875.00	700.00	700.00	50.00
965.00	300.00	300.00	10.00
965.00	300.00	300.00	50.00
965.00	300.00	700.00	10.00
965.00	300.00	700.00	50.00
965.00	700.00	300.00	10.00
965.00	700.00	300.00	50.00
965.00	700.00	700.00	10.00
965.00	700.00	700.00	50.00
