1	0.023717543
2	0.0032638235
3	0.0032638235
4	0.0032638235
5	0.0032638235
6	0.0032638235
7	0.0032638235
8	0.0032638235
9	0.0032638235
10	0.0032638235
11	0.0032638235
12	0.0032638235
13	0.0028904269
14	0.0028904269
15	0.0028904269
16	0.0020540079
17	0.0020540079
18	0.0015014744
19	0.0015014744
20	0.0015014744
21	0.0015014744
22	0.0015014744
23	0.0015014744
24	0.0015014744
25	0.0015014744
26	0.0015014744
27	0.0015014744
28	0.0015014744
29	0.001196857
30	0.001196857
31	0.001196857
32	0.001196857
33	0.001196857
34	0.001196857
35	0.001196857
36	0.001196857
37	0.001196857
38	0.001196857
39	0.001196857
40	0.001196857
41	0.001196857
42	0.001196857
43	0.001196857
44	0.001196857
45	0.001196857
46	0.001196857
47	0.001196857
48	0.001196857
49	0.001196857
50	0.001196857
51	0.001196857
52	0.001196857
53	0.001196857
54	0.001196857
55	0.001196857
56	0.001196857
57	0.001196857
58	0.001196857
59	0.001196857
60	0.001196857
61	0.001196857
62	0.001196857
63	0.001196857
64	0.001196857
65	0.001196857
66	0.001196857
67	0.001196857
68	0.001196857
69	0.001196857
70	0.001196857
71	0.001196857
72	0.001196857
73	0.001196857
74	0.001196857
75	0.001196857
76	0.001196857
77	0.001196857
78	0.001196857
79	0.001196857
80	0.001196857
81	0.001196857
82	0.001196857
83	0.001196857
84	0.001196857
85	0.001196857
86	0.001196857
87	0.001196857
88	0.001196857
89	0.001196857
90	0.001196857
91	0.001196857
92	0.001196857
93	0.001196857
94	0.001196857
95	0.001196857
96	0.001196857
97	0.001196857
98	0.001196857
99	0.001196857
100	0.001196857
101	0.001196857
102	0.001196857
103	0.0009672182
104	0.0009672182
105	0.0009672182
106	0.0009672182
107	0.0009672182
108	0.0009672182
109	0.0009672182
110	0.0009672182
111	0.0009672182
112	0.0009672182
113	0.0009672182
114	0.0009672182
115	0.0009672182
116	0.0009672182
117	0.0009672182
118	0.0009672182
119	0.0009672182
120	0.0009672182
121	0.0009672182
122	0.0009672182
123	0.0009672182
124	0.0009672182
125	0.0009672182
126	0.0009672182
127	0.0009672182
128	0.000798622
129	0.000798622
130	0.000798622
131	0.000798622
132	0.000798622
133	0.000798622
134	0.000798622
135	0.000798622
136	0.000798622
137	0.000798622
138	0.000798622
139	0.000798622
140	0.000798622
141	0.000798622
142	0.000798622
143	0.000798622
144	0.000798622
145	0.000798622
146	0.000798622
147	0.000798622
148	0.000798622
149	0.000798622
150	0.000798622
151	0.000798622
152	0.000798622
153	0.000798622
154	0.000798622
155	0.000798622
156	0.000798622
157	0.000798622
158	0.000798622
159	0.000798622
160	0.000798622
161	0.000798622
162	0.000798622
163	0.000798622
164	0.000798622
165	0.000798622
166	0.000798622
167	0.000798622
168	0.000798622
169	0.000798622
170	0.000798622
171	0.000798622
172	0.000798622
173	0.000798622
174	0.000798622
175	0.000798622
176	0.000798622
177	0.000798622
178	0.000798622
179	0.000798622
180	0.000798622
181	0.000798622
182	0.000798622
183	0.000798622
184	0.000798622
185	0.000798622
186	0.000798622
187	0.000798622
188	0.000798622
189	0.000798622
190	0.000798622
191	0.000798622
192	0.000798622
193	0.000798622
194	0.000798622
195	0.000798622
196	0.000798622
197	0.000798622
198	0.000798622
199	0.000798622
