1	0.0221153532
2	0.0221153532
3	0.0049297713
4	0.0049297713
5	0.0049297713
6	0.0049297713
7	0.0049297713
8	0.0034179389
9	0.0034179389
10	0.0034179389
11	0.0031012619
12	0.0031012619
13	0.0031012619
14	0.0031012619
15	0.0031012619
16	0.002265308
17	0.002265308
18	0.002265308
19	0.002265308
20	0.0020074265
21	0.0020074265
22	0.0020074265
23	0.0020074265
24	0.0020074265
25	0.0020074265
26	0.0020033682
27	0.0020033682
28	0.0020033682
29	0.0020033682
30	0.0018004474
31	0.0018004474
32	0.0018004474
33	0.0018004474
34	0.0018004474
35	0.0018004474
36	0.0018004474
37	0.0018004474
38	0.0018004474
39	0.0018004474
40	0.0018004474
41	0.0018004474
42	0.0018004474
43	0.0018004474
44	0.0018004474
45	0.0018004474
46	0.0018004474
47	0.0018004474
48	0.0018004474
49	0.0013641683
50	0.0013641683
51	0.0013641683
52	0.0013641683
53	0.0013641683
54	0.0013641683
55	0.0013641683
56	0.0013641683
57	0.0013641683
58	0.0013641683
59	0.0013641683
60	0.0013388673
61	0.0013388673
62	0.0013388673
63	0.0013388673
64	0.0013388673
65	0.0013388673
66	0.0013388673
67	0.0013388673
68	0.0013388673
69	0.0013388673
70	0.0013388673
71	0.0013388673
72	0.0013388673
73	0.0013388673
74	0.0013388673
75	0.0013388673
76	0.0013388673
77	0.0013388673
78	0.0013388673
79	0.0013388673
80	0.0013388673
81	0.0013388673
82	0.0013388673
83	0.0013388673
84	0.0013388673
85	0.0013388673
86	0.0013388673
87	0.0013388673
88	0.0013388673
89	0.0013388673
90	0.0013388673
91	0.0013388673
92	0.0013388673
93	0.0013388673
94	0.0013388673
95	0.0013388673
96	0.0013388673
97	0.0013388673
98	0.0013388673
99	0.0013388673
100	0.0013388673
101	0.0013388673
102	0.0013388673
103	0.0013388673
104	0.0013388673
105	0.0013388673
106	0.0013388673
107	0.0013388673
108	0.0013388673
109	0.0013388673
110	0.0013388673
111	0.0013388673
112	0.0013388673
113	0.0013388673
114	0.0013388673
115	0.0013388673
116	0.0013388673
117	0.0013388673
118	0.0013388673
119	0.0013388673
120	0.0013388673
121	0.0013388673
122	0.0013388673
123	0.0013388673
124	0.0013388673
125	0.0013388673
126	0.0013388673
127	0.0013388673
128	0.0013388673
129	0.0013388673
130	0.0013388673
131	0.0013388673
132	0.0013388673
133	0.0013388673
134	0.0013388673
135	0.0013388673
136	0.0013388673
137	0.0013388673
138	0.0013388673
139	0.0013388673
140	0.0013388673
141	0.0013388673
142	0.0013388673
143	0.0013388673
144	0.0013388673
145	0.0013388673
146	0.0013388673
147	0.0013388673
148	0.0013388673
149	0.0013388673
150	0.0013388673
151	0.0013388673
152	0.0013388673
153	0.0013388673
154	0.0013388673
155	0.0013388673
156	0.0013388673
157	0.0013388673
158	0.0013388673
159	0.0013388673
160	0.0013388673
161	0.0013388673
162	0.0013388673
163	0.0013388673
164	0.0013388673
165	0.0013388673
166	0.0013388673
167	0.0013388673
168	0.0013388673
169	0.0013388673
170	0.0013388673
171	0.0013388673
172	0.0013388673
173	0.0013388673
174	0.0013388673
175	0.0013388673
176	0.0013388673
177	0.0013388673
178	0.0013388673
179	0.0013388673
180	0.0013388673
181	0.0013388673
182	0.0013388673
183	0.0013388673
184	0.0013388673
185	0.0013388673
186	0.0013388673
187	0.0013388673
188	0.0013388673
189	0.0013388673
190	0.0013388673
191	0.0013388673
192	0.0013388673
193	0.0013388673
194	0.0013388673
195	0.0013388673
196	0.0013388673
197	0.0013388673
198	0.0013388673
199	0.0013388673
