18.4	349.98
35.0	228.53
23.8	295.22
24.4	289.76
33.5	229.31
20.4	331.26
18.8	346.07
23.1	302.63
27.8	253.74
32.5	230.87
27.2	260.00
31.7	232.68
28.3	247.88
21.6	317.85
20.8	326.83
24.7	286.64
29.3	238.86
34.2	228.91
26.2	272.23
22.1	313.15
25.6	277.94
32.2	230.99
21.6	319.44
20.2	334.32
22.4	310.39
23.4	298.75
21.3	322.72
29.9	237.17
23.4	298.51
19.1	343.66
25.3	281.81
30.5	235.10
25.4	279.82
28.5	245.20
25.9	274.23
22.8	305.24
34.5	228.60
31.2	233.40
22.5	309.14
25.9	275.74
26.9	264.20
24.9	284.31
29.9	237.30
20.8	325.26
28.0	251.19
19.3	343.29
28.8	241.28
22.1	313.01
20.0	336.38
22.7	306.30
